title,release_year,release_date,genres,runtime,overview,director,writers,main_actors,budget,revenue,keywords,production_company,popularity,adult
Riders of Justice,2020,2020-11-19,"['Action', 'Comedy', 'Drama', 'Thriller']",116,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",Anders Thomas Jensen,Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Lars Brygmann",5300000,679505,"mathematics, train accident, revenge, train, father daughter relationship, gay sub-plot",Zentropa International Sweden,2.5448,False
Come Play,2020,2020-10-28,"['Horror', 'Mystery', 'Thriller']",96,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.",Jacob Chase,Jacob Chase,"Gillian Jacobs, John Gallagher Jr., Azhy Robertson",9000000,8119285,"monster, autism, supernatural, loneliness, based on short",Focus Features,2.5126,False
The Tax Collector,2020,2020-08-07,"['Action', 'Crime', 'Drama']",95,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,David Ayer,David Ayer,"Bobby Soto, Cinthya Carmona, George Lopez",30000000,942666,family relationships,Cross Creek Pictures,2.4498,False
The Rental,2020,2020-07-23,"['Horror', 'Thriller']",88,"Two couples on an oceanside getaway grow suspicious that the host of their seemingly perfect rental house may be spying on them. Before long, what should have been a celebratory weekend trip turns into something far more sinister.",Dave Franco,"Dave Franco, Joe Swanberg","Dan Stevens, Alison Brie, Sheila Vand",3500000,4311042,"portland, oregon, camera, ecstasy, stalker, murder, voyeurism, handyman, airbnb, weekend getaway, mismatched couple",Black Bear Pictures,2.5007,False
Coma,2020,2020-01-01,"['Science Fiction', 'Adventure', 'Action']",110,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent.",Nikita Argunov,"Nikita Argunov, Timofey Dekin, Aleksey Gravitskiy","Rinal Mukhametov, Anton Pampushnyy, Lyubov Aksyonova",2250000,9500000,"coma, architect, death, accident, virtual world, submersos",Fresh Film,2.4471,False
Guns Akimbo,2020,2020-02-27,"['Action', 'Comedy', 'Crime', 'Thriller']",98,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",Jason Lei Howden,Jason Lei Howden,"Daniel Radcliffe, Samara Weaving, Natasha Liu Bordizzo",15000000,835102,"hero, gladiator fight, website, bad cop, gunfight, body mutilation, death match, homeless man, computer programmer, live stream, guns, rescue from fire, viral, shooting, death game, violence",Altitude Film Entertainment,2.3652,False
The War with Grandpa,2020,2020-08-27,"['Comedy', 'Family']",98,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",Tim Hill,"Tom J. Astle, Matt Ember","Robert De Niro, Uma Thurman, Rob Riggle",18000000,43387445,"friendship, birthday, grandfather, teenage girl, family, family conflict, attic, changing room, resentment, duringcreditsstinger",Marro Films,2.3326,False
Bill & Ted Face the Music,2020,2020-08-27,"['Comedy', 'Science Fiction', 'Adventure']",92,"Yet to fulfil their rock and roll destiny, now middle-aged best friends Bill and Ted set out on a new adventure when a visitor from the future warns them that only their song can save life as we know it. Along the way, they are helped by their daughters, a new batch of historical figures and a few music legends — to seek the song that will set their world right and bring harmony to the universe.",Dean Parisot,"Ed Solomon, Chris Matheson","Keanu Reeves, Alex Winter, Kristen Schaal",25000000,6274027,"guitar, time travel, sequel, aftercreditsstinger, father daughter relationship, 2030s",Endeavor Content,2.3007,False
Deliver Us from Evil,2020,2020-08-05,"['Crime', 'Action', 'Drama']",108,"A retired contract killer goes on a bloody rampage when a young girl finds herself at the mercy of gangland human traffickers and only one man can come to her rescue, with an arsenal of weapons and years of experience in the art of killing.",Hong Won-chan,Hong Won-chan,"Hwang Jung-min, Lee Jung-jae, Park Jeong-min",12000000,34662454,"yakuza, bangkok, thailand, thailand, revenge, tokyo, japan, hard boiled, incheon, zainichi, transgender",Hive Media Corp,2.2733,False
The Rhythm Section,2020,2020-01-31,"['Action', 'Thriller']",109,"When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.",Reed Morano,Mark Burnell,"Blake Lively, Jude Law, Sterling K. Brown",50000000,5989583,"based on novel or book, spy, revenge, terrorism",EON Productions,2.3202,False
I Still Believe,2020,2020-03-12,"['Music', 'Drama', 'Romance']",115,The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,"Andrew Erwin, Jon Erwin","Jon Erwin, Jon Gunn, Jeremy Camp","K.J. Apa, Britt Robertson, Nathan Parsons",12000000,16069730,"biography, romance, christian film",Kevin Downes Productions,2.2371,False
Words on Bathroom Walls,2020,2020-08-21,"['Drama', 'Romance']",111,"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",Thor Freudenthal,Nick Naveda,"Charlie Plummer, Molly Parker, Walton Goggins",8000000,3151849,"high school, schizophrenia, narration, cooking, tutor, catholic school, valedictorian, confession booth, hearing voices, protective mother, teenage protagonist, based on young adult novel",LD Entertainment,2.2601,False
News of the World,2020,2020-12-25,"['Drama', 'Western', 'Adventure']",118,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",Paul Greengrass,"Paul Greengrass, Luke Davies","Tom Hanks, Helena Zengel, Michael Angelo Covino",38000000,12700000,"newspaper, based on novel or book, texas, horse, native american, shootout, orphan, american civil war, civil war veteran, horse and wagon, 19th century, injured horse",Playtone,2.2327,False
Ala Vaikunthapurramuloo,2020,2020-01-12,"['Action', 'Comedy', 'Drama']",165,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.",Trivikram Srinivas,Trivikram Srinivas,"Allu Arjun, Pooja Hegde, Murali Sharma",14000000,28859072,"coma, exchange, hospital, class differences, rich, neglected child, poor, child exchange",Geetha Arts,2.1455,False
Summer of 85,2020,2020-07-14,"['Romance', 'Drama']",101,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",François Ozon,François Ozon,"Félix Lefebvre, Benjamin Voisin, Philippine Velge",6900000,3600000,"based on novel or book, sailing, normandy, france, motorcycle, teenage boy, lgbt, lgbt teen, summer job, seaside town, 1980s, teenage protagonist, gay theme, boys' love (bl)",Mandarin Production,2.1609,False
Mank,2020,2020-11-13,"['Drama', 'History']",132,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,David Fincher,Jack Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins",25000000,122252,"movie business, screenwriter, biography, hollywood, black and white, alcoholic, 1930s, old hollywood",Netflix International Pictures,2.0884,False
The Eight Hundred,2020,2020-08-14,"['War', 'History', 'Drama', 'Action']",147,"In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army.",Guan Hu,"Zhang Xiaobei, Zhao Dongling, Zhao Ningyu, Guan Hu","Wang Qianyuan, Zhang Yi, Huang Zhizhong",80000000,461421559,"siege, second sino-japanese war (1937-45)",Beijing Diqi Yinxiang Entertainment,2.0673,False
Let Him Go,2020,2020-11-05,"['Thriller', 'Crime', 'Western']",114,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",Thomas Bezucha,Thomas Bezucha,"Diane Lane, Kevin Costner, Kayli Carter",21000000,7997460,"based on novel or book, loss of loved one, montana, abusive father, horse, north dakota, grief, grandson, death of son, neo-western, 1960s, abusive husband, daughter–in–law, shooting an animal, retired lawman",The Mazur Kaplan Company,2.0411,False
The Last Full Measure,2020,2020-01-23,"['Drama', 'Action', 'War']",110,"The incredible true story of Vietnam War hero William H. Pitsenbarger, a U.S. Air Force Pararescuemen medic who personally saved over sixty men. Thirty-two years later, Pentagon staffer Scott Huffman investigates a Congressional Medal of Honor request for Pitsenbarger and uncovers a high-level conspiracy behind the decades-long denial of the medal, prompting Huffman to put his own career on the line to seek justice for the fallen airman.",Todd Robinson,Todd Robinson,"Sebastian Stan, Christopher Plummer, William Hurt",20000000,3364426,vietnam war,Foresight Unlimited,2.0075,False
Songbird,2020,2020-12-10,"['Science Fiction', 'Thriller']",85,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.",Adam Mason,"Simon Boyes, Adam Mason","K.J. Apa, Sofia Carson, Craig Robinson",2500000,1000000,"quarantine, post-apocalyptic future, lockdown, pandemic, covid-19, shot in lockdown, intense",Invisible Narratives,1.9826,False
Fatman,2020,2020-10-19,"['Drama', 'Thriller', 'Action', 'Fantasy', 'Crime']",100,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.","Eshom Nelms, Ian Nelms","Eshom Nelms, Ian Nelms","Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",20000000,1651413,"hitman, holiday, santa claus, dark comedy, north pole, evil child, christmas",Rough House Pictures,1.9505,False
